campaign,source,medium,device,sessions,users,conversions,revenue,add_to_carts,checkouts,bounce_rate,engagement_rate,cvr,aov,cart_to_checkout,checkout_to_purchase
(referral),allaboutprivacy,ir_affiliate,mobile,653,570,42,3751.6799999999994,249,52,0.019908116385911178,0.9800918836140888,0.06431852986217458,89.32571428571427,0.20883534136546184,0.8076923076923077
av-intro,AntivirusReviews,ir_affiliate,tablet,652,501,35,2879.6699999999987,218,5,0.04447852760736196,0.9555214723926381,0.05368098159509203,82.27628571428568,0.022935779816513763,7.0
(not set),modemobile,ir_affiliate,mobile,647,578,2,396.0,23,6,0.0571870170015456,0.9428129829984544,0.0030911901081916537,198.0,0.2608695652173913,0.3333333333333333
(not set),kitboga,influencer,mobile,643,388,52,3686.0,269,31,0.07309486780715396,0.926905132192846,0.08087091757387248,70.88461538461539,0.11524163568773234,1.6774193548387097
(referral),form.us.openclinica.io,referral,mobile,643,371,330,0.0,1037,415,0.024883359253499222,0.9751166407465007,0.5132192846034215,0.0,0.40019286403085824,0.7951807228915663
broad_up10mike,facebook,paidsocial,mobile,639,594,1,69.99,28,1,0.054773082942097026,0.945226917057903,0.001564945226917058,69.99,0.03571428571428571,1.0
JDI_Impulse_2935407,taboola,native,mobile,635,554,39,3869.6099999999997,442,0,0.10708661417322834,0.8929133858267716,0.06141732283464567,99.22076923076922,0.0,0.0
21277047044,google,cpc,mobile,632,531,5,278.73,35,11,0.04430379746835443,0.9556962025316456,0.007911392405063292,55.746,0.3142857142857143,0.45454545454545453
(not set),futureplc,ir_affiliate,mobile,629,495,10,1440.97,75,7,0.10174880763116058,0.8982511923688394,0.01589825119236884,144.097,0.09333333333333334,1.4285714285714286
broad_attbreach,facebook,paidsocial,mobile,619,580,5,529.95,52,3,0.030694668820678513,0.9693053311793215,0.008077544426494346,105.99000000000001,0.057692307692307696,1.6666666666666667
life360_pc,facebook,paidsocial,tablet,615,395,0,0.0,775,0,0.4195121951219512,0.5804878048780487,0.0,0.0,0.0,0.0
(referral),cnet,ir_affiliate,mobile,613,451,48,5918.7300000000005,181,68,0.03588907014681892,0.964110929853181,0.07830342577487764,123.306875,0.3756906077348066,0.7058823529411765
(not set),(not set),(not set),tablet,611,589,14,1475.85,48,36,0.9869067103109657,0.01309328968903437,0.022913256955810146,105.41785714285713,0.75,0.3888888888888889
eb-fedvip,fedvip,email,mobile,609,450,1,384.0,202,1,0.06732348111658457,0.9326765188834154,0.0016420361247947454,384.0,0.0049504950495049506,1.0
interests_lifelock,facebook,paidsocial,tablet,608,523,12,1379.88,87,6,0.06907894736842106,0.930921052631579,0.019736842105263157,114.99000000000001,0.06896551724137931,2.0
GG_Aura_ShoppingAds_gtwy-av,google,cpc,desktop,607,395,32,2649.7099999999996,130,12,0.06589785831960461,0.9341021416803954,0.05271828665568369,82.80343749999999,0.09230769230769231,2.6666666666666665
av-intro,moonshot,ir_affiliate,tablet,605,496,37,3215.5199999999973,175,8,0.019834710743801654,0.9801652892561984,0.06115702479338843,86.90594594594587,0.045714285714285714,4.625
(not set),amex,(not set),desktop,598,250,7,1371.0,31,13,0.061872909698996656,0.9381270903010034,0.011705685618729096,195.85714285714286,0.41935483870967744,0.5384615384615384
(not set),troypoint,ir_affiliate,mobile,597,390,4,528.0,51,8,0.09212730318257957,0.9078726968174204,0.006700167504187605,132.0,0.1568627450980392,0.5
(referral),statics.teams.cdn.office.net,referral,desktop,597,276,10,852.0,55,8,0.16415410385259632,0.8358458961474037,0.01675041876046901,85.2,0.14545454545454545,1.25
(referral),buyersguide,ir_affiliate,tablet,596,452,23,2064.88,98,36,0.03859060402684564,0.9614093959731543,0.03859060402684564,89.77739130434783,0.3673469387755102,0.6388888888888888
(referral),amznusa.com,referral,desktop,593,592,0,0.0,86,0,0.026981450252951095,0.9730185497470489,0.0,0.0,0.0,0.0
GG_Aura_DemandGen_Hero,google,cpc,tablet,591,481,2,249.99,52,5,0.12690355329949238,0.8730964467005076,0.00338409475465313,124.995,0.09615384615384616,0.4
balance_bluebox_osaw,facebook,paidsocial,mobile,590,541,3,212.98,14,0,0.04915254237288136,0.9508474576271186,0.005084745762711864,70.99333333333333,0.0,0.0
lalavcustomers5,facebook,paidsocial,tablet,590,511,3,269.97,66,1,0.07457627118644068,0.9254237288135593,0.005084745762711864,89.99000000000001,0.015151515151515152,3.0
balance_teentalk_ow,facebook,paidsocial,mobile,588,579,4,683.97,9,1,0.034013605442176874,0.9659863945578231,0.006802721088435374,170.9925,0.1111111111111111,4.0
(not set),idpr,ir_affiliate,tablet,585,407,6,705.98,178,8,0.08034188034188035,0.9196581196581196,0.010256410256410256,117.66333333333334,0.0449438202247191,0.75
activation-reminderseries-2025,secondnature,email,desktop,584,469,0,0.0,18,0,0.04965753424657534,0.9503424657534246,0.0,0.0,0.0,0.0
(referral),kitboga,influencer,mobile,573,509,26,2949.0,133,14,0.05759162303664921,0.9424083769633508,0.04537521815008726,113.42307692307692,0.10526315789473684,1.8571428571428572
(not set),restoreprivacy,ir_affiliate,desktop,559,172,22,4165.88,95,33,0.06976744186046512,0.9302325581395349,0.03935599284436494,189.35818181818183,0.3473684210526316,0.6666666666666666
506115097,bing,cpc,desktop,552,362,25,2036.8200000000002,152,1,0.10507246376811594,0.894927536231884,0.04528985507246377,81.4728,0.006578947368421052,25.0
broad_alerts,facebook,paidsocial,tablet,544,473,6,659.94,43,4,0.07720588235294118,0.9227941176470589,0.011029411764705883,109.99000000000001,0.09302325581395349,1.5
GG_Aura_Search_NB_gtwy-av,google,cpc,tablet,540,492,20,1512.8200000000002,157,6,0.040740740740740744,0.9592592592592593,0.037037037037037035,75.641,0.03821656050955414,3.3333333333333335
(not set),top10,ir_affiliate,tablet,532,194,5,636.0,43,6,0.06954887218045112,0.9304511278195489,0.009398496240601503,127.2,0.13953488372093023,0.8333333333333334
(referral),kitboga,influencer,desktop,526,406,32,5128.0,125,34,0.09885931558935361,0.9011406844106464,0.060836501901140684,160.25,0.272,0.9411764705882353
october-ab-FT,braze,email,desktop,499,88,9,1257.0,30,10,0.21442885771543085,0.7855711422845691,0.018036072144288578,139.66666666666666,0.3333333333333333,0.9
eb-fedvip,fedvip,email,desktop,497,332,1,5.0,144,0,0.12072434607645875,0.8792756539235412,0.002012072434607646,5.0,0.0,0.0
broad_up10general,facebook,paidsocial,tablet,496,431,6,719.94,37,4,0.07459677419354839,0.9254032258064516,0.012096774193548387,119.99000000000001,0.10810810810810811,1.5
ryantrahan-50,youtube,influencer,desktop,496,422,3,299.96999999999997,62,2,0.04435483870967742,0.9556451612903226,0.006048387096774193,99.99,0.03225806451612903,1.5
GG_Aura_Search_NB_Credit_gtwy-credit,google,cpc,tablet,489,390,16,2007.7800000000002,66,27,0.03680981595092025,0.9631901840490797,0.032719836400818,125.48625000000001,0.4090909090909091,0.5925925925925926
(not set),forbes,ir_affiliate,mobile,484,201,14,1922.0,154,20,0.12603305785123967,0.8739669421487604,0.028925619834710745,137.28571428571428,0.12987012987012986,0.7
g_fedlegal_3q23_MetLife,metlifefedvipsite,display,mobile,483,361,0,0.0,207,0,0.028985507246376812,0.9710144927536232,0.0,0.0,0.0,0.0
av-intro,mediaforce,ir_affiliate,mobile,475,461,0,0.0,50,0,0.02736842105263158,0.9726315789473684,0.0,0.0,0.0,0.0
freetools,instagram,organic-social,desktop,475,281,12,266.0,121,4,0.08842105263157894,0.911578947368421,0.02526315789473684,22.166666666666668,0.03305785123966942,3.0
broad_sara,facebook,paidsocial,tablet,464,399,0,0.0,5,0,0.07758620689655173,0.9224137931034483,0.0,0.0,0.0,0.0
shawnryan,pod-srs,podcast,desktop,463,267,20,2306.0,58,20,0.11663066954643629,0.8833693304535637,0.04319654427645788,115.3,0.3448275862068966,1.0
(referral),l.instagram.com,referral,mobile,460,443,0,0.0,10,0,0.021739130434782608,0.9782608695652174,0.0,0.0,0.0,0.0
19982067071,google,cpc,desktop,459,370,2,183.0,39,4,0.10457516339869281,0.8954248366013072,0.004357298474945534,91.5,0.10256410256410256,0.5
(not set),safehome,ir_affiliate,mobile,450,278,5,232.0,73,7,0.11777777777777777,0.8822222222222222,0.011111111111111112,46.4,0.0958904109589041,0.7142857142857143
av-intro,wizcase,ir_affiliate,tablet,444,392,14,1129.8600000000001,76,3,0.038288288288288286,0.9617117117117117,0.03153153153153153,80.70428571428572,0.039473684210526314,4.666666666666667
life360-announcement,life360,blog,desktop,441,332,5,499.94999999999993,39,2,0.09977324263038549,0.9002267573696145,0.011337868480725623,99.98999999999998,0.05128205128205128,2.5
life360_blendedlal,facebook,paidsocial,tablet,438,411,14,519.94,99,1,0.04337899543378995,0.95662100456621,0.0319634703196347,37.13857142857143,0.010101010101010102,14.0
GG_Thrive_Search_Brand,google,cpc,mobile,426,403,4,11.96,56,0,0.03051643192488263,0.9694835680751174,0.009389671361502348,2.99,0.0,0.0
(referral),haveibeenpwned.com,referral,mobile,423,350,12,1328.0,126,42,0.02364066193853428,0.9763593380614657,0.028368794326241134,110.66666666666667,0.3333333333333333,0.2857142857142857
(referral),allaboutprivacy,ir_affiliate,desktop,419,289,25,4009.9700000000003,119,33,0.11455847255369929,0.8854415274463007,0.059665871121718374,160.39880000000002,0.2773109243697479,0.7575757575757576
rmk_sitevisitors_av,facebook,paidsocial,tablet,419,347,5,529.95,36,4,0.10023866348448687,0.8997613365155132,0.011933174224343675,105.99000000000001,0.1111111111111111,1.25
ftr_dboo-ib,(not set),(not set),tablet,416,380,35,503.98,388,5,0.11298076923076923,0.8870192307692307,0.08413461538461539,14.399428571428572,0.01288659793814433,7.0
life360_over45,facebook,paidsocial,tablet,413,318,1,5.0,44,0,0.05569007263922518,0.9443099273607748,0.002421307506053269,5.0,0.0,0.0
(organic),google,ir_affiliate,mobile,411,241,0,0.0,3,4,0.0535279805352798,0.9464720194647201,0.0,0.0,1.3333333333333333,0.0
(not set),topclassactions,ir_affiliate,mobile,406,364,2,26.0,35,17,0.019704433497536946,0.9802955665024631,0.0049261083743842365,13.0,0.4857142857142857,0.11764705882352941
(organic),duckduckgo,organic,tablet,398,264,0,0.0,12,2,0.04020100502512563,0.9597989949748744,0.0,0.0,0.16666666666666666,0.0
JDI_Impulse_2935380,outbrain,native,desktop,396,349,30,2989.5899999999992,183,3,0.07323232323232323,0.9267676767676768,0.07575757575757576,99.65299999999998,0.01639344262295082,10.0
krg,streaming-listen,radio,desktop,396,350,0,0.0,8,0,0.06313131313131314,0.9368686868686869,0.0,0.0,0.0,0.0
(referral),mail.google.com,referral,desktop,392,159,10,2313.97,42,2,0.15306122448979592,0.8469387755102041,0.025510204081632654,231.397,0.047619047619047616,5.0
(referral),usnews,ir_affiliate,mobile,388,265,27,3749.88,107,35,0.04381443298969072,0.9561855670103093,0.06958762886597938,138.88444444444445,0.32710280373831774,0.7714285714285715
balance_bluebox_ow,facebook,paidsocial,mobile,385,340,4,225.98,11,0,0.06233766233766234,0.9376623376623376,0.01038961038961039,56.495,0.0,0.0
broad_fairytales,facebook,paidsocial,tablet,379,303,0,0.0,13,0,0.0870712401055409,0.9129287598944591,0.0,0.0,0.0,0.0
vol-reminder-yr2-2025,metlife,email,desktop,377,269,0,0.0,0,0,0.13527851458885942,0.8647214854111406,0.0,0.0,0.0,0.0
(referral),copilot.microsoft.com,referral,desktop,375,238,5,960.0,29,9,0.12,0.88,0.013333333333333334,192.0,0.3103448275862069,0.5555555555555556
(referral),ca.search.yahoo.com,referral,desktop,373,296,0,0.0,11,0,0.09115281501340483,0.9088471849865952,0.0,0.0,0.0,0.0
120229810279360334,l.facebook.com,paid,mobile,371,364,6,384.95,78,1,0.03773584905660377,0.9622641509433962,0.016172506738544475,64.15833333333333,0.01282051282051282,6.0
(not set),(not set),ir_affiliate,desktop,370,52,3,0.0,9,2,0.05405405405405406,0.9459459459459459,0.008108108108108109,0.0,0.2222222222222222,1.5
(not set),partnermatic,ir_affiliate,desktop,369,50,0,0.0,23,1,0.04065040650406504,0.959349593495935,0.0,0.0,0.043478260869565216,0.0
breach-checklist,(not set),(not set),mobile,366,163,3,279.0,41,6,0.11475409836065574,0.8852459016393442,0.00819672131147541,93.0,0.14634146341463414,0.5
GG_Aura_Search_Competitors_gtwy-pc,google,cpc,mobile,361,317,6,510.95,101,0,0.0443213296398892,0.9556786703601108,0.01662049861495845,85.15833333333333,0.0,0.0
av-intro,algoclick,ir_affiliate,desktop,361,279,8,1089.81,67,6,0.09141274238227147,0.9085872576177285,0.0221606648199446,136.22625,0.08955223880597014,1.3333333333333333
(referral),aura.smart.link,referral,desktop,358,190,17,803.9200000000001,19,5,0.08659217877094973,0.9134078212290503,0.04748603351955307,47.28941176470589,0.2631578947368421,3.4
(referral),youtube.com,referral,mobile,356,312,5,531.77,47,12,0.047752808988764044,0.952247191011236,0.014044943820224719,106.354,0.2553191489361702,0.4166666666666667
(referral),metlife.com,referral,desktop,355,119,19,0.0,60,4,0.14647887323943662,0.8535211267605634,0.05352112676056338,0.0,0.06666666666666667,4.75
120225621762090334,l.facebook.com,paid,mobile,354,349,16,219.0,139,2,0.011299435028248588,0.9887005649717514,0.04519774011299435,13.6875,0.014388489208633094,8.0
(not set),perplexity,(not set),mobile,353,327,1,144.0,15,4,0.031161473087818695,0.9688385269121813,0.0028328611898017,144.0,0.26666666666666666,0.25
(referral),my.identityguard.com,referral,mobile,353,300,0,0.0,4,0,0.031161473087818695,0.9688385269121813,0.0,0.0,0.0,0.0
(referral),t.co,referral,mobile,337,331,0,0.0,0,0,0.04451038575667656,0.9554896142433235,0.0,0.0,0.0,0.0
link-shared-in-chat,livechat.com,chat,desktop,337,87,3,516.0,11,5,0.13056379821958458,0.8694362017804155,0.008902077151335312,172.0,0.45454545454545453,0.6
fedemployees,facebook,paidsocial,tablet,336,293,1,69.99,10,0,0.07738095238095238,0.9226190476190477,0.002976190476190476,69.99,0.0,0.0
(not set),nerdwallet,ir_affiliate,mobile,334,261,23,2484.0,107,64,0.029940119760479042,0.9700598802395209,0.0688622754491018,108.0,0.5981308411214953,0.359375
(referral),lm.facebook.com,referral,mobile,333,320,0,0.0,2,0,0.04504504504504504,0.954954954954955,0.0,0.0,0.0,0.0
(referral),perplexity.ai,referral,desktop,331,227,3,636.0,7,3,0.1782477341389728,0.8217522658610272,0.00906344410876133,212.0,0.42857142857142855,1.0
(referral),secureup,ir_affiliate,desktop,328,111,0,0.0,0,0,0.018292682926829267,0.9817073170731707,0.0,0.0,0.0,0.0
(not set),meridianmag,ir_affiliate,mobile,326,294,0,0.0,5,1,0.06748466257668712,0.9325153374233128,0.0,0.0,0.2,0.0
(referral),moaa.org,referral,desktop,325,146,23,4140.0,61,31,0.06153846153846154,0.9384615384615385,0.07076923076923076,180.0,0.5081967213114754,0.7419354838709677
GG_Thrive_Search_NB,google,cpc,tablet,325,317,0,0.0,31,0,0.024615384615384615,0.9753846153846154,0.0,0.0,0.0,0.0
(referral),job-boards.greenhouse.io,referral,mobile,323,298,0,0.0,0,0,0.015479876160990712,0.9845201238390093,0.0,0.0,0.0,0.0
VPN,antivirusguide,ir_affiliate,mobile,319,294,4,349.96000000000004,67,0,0.012539184952978056,0.987460815047022,0.012539184952978056,87.49000000000001,0.0,0.0
22303907484,google,cpc,desktop,317,261,2,153.99,11,3,0.08832807570977919,0.9116719242902208,0.006309148264984227,76.995,0.2727272727272727,0.6666666666666666
(referral),rakuten.com,referral,desktop,312,107,1,129.99,20,1,0.10897435897435898,0.8910256410256411,0.003205128205128205,129.99,0.05,1.0
(referral),haveibeenpwned.com,referral,desktop,308,236,11,1116.0,42,18,0.10064935064935066,0.8993506493506493,0.03571428571428571,101.45454545454545,0.42857142857142855,0.6111111111111112
GG_Aura_Search_Competitors_gtwy-av,google,cpc,desktop,307,276,17,1829.61,84,7,0.03908794788273615,0.9609120521172638,0.05537459283387622,107.62411764705882,0.08333333333333333,2.4285714285714284
(not set),royharp,ir_affiliate,desktop,305,93,2,239.88,31,10,0.09508196721311475,0.9049180327868852,0.006557377049180328,119.94,0.3225806451612903,0.2
(referral),us.search.yahoo.com,referral,mobile,305,236,3,492.0,23,10,0.03278688524590164,0.9672131147540983,0.009836065573770493,164.0,0.43478260869565216,0.3
welcometrack_04.22.25,fedvip,welcome-email,mobile,304,233,0,0.0,128,1,0.02631578947368421,0.9736842105263158,0.0,0.0,0.0078125,0.0
JDI_Impulse_2935404,taboola,native,desktop,300,227,22,2199.7799999999997,142,3,0.06666666666666667,0.9333333333333333,0.07333333333333333,99.99,0.02112676056338028,7.333333333333333
av-intro,antivirusguide,ir_affiliate,desktop,299,260,7,789.9300000000001,60,3,0.03678929765886288,0.9632107023411371,0.023411371237458192,112.84714285714287,0.05,2.3333333333333335
welcometrack_04.22.25,fedvip,welcome-email,desktop,299,231,0,0.0,163,1,0.046822742474916385,0.9531772575250836,0.0,0.0,0.006134969325153374,0.0
(not set),cnet,ir_affiliate,mobile,296,142,4,160.0,31,5,0.10472972972972973,0.8952702702702703,0.013513513513513514,40.0,0.16129032258064516,0.8
(referral),uk.search.yahoo.com,referral,mobile,295,238,0,0.0,1,0,0.061016949152542375,0.9389830508474576,0.0,0.0,0.0,0.0
(referral),facebook.com,referral,mobile,291,283,0,0.0,9,0,0.010309278350515464,0.9896907216494846,0.0,0.0,0.0,0.0
(not set),topstartups.io,(not set),desktop,290,249,0,0.0,2,1,0.05862068965517241,0.9413793103448276,0.0,0.0,0.5,0.0
(referral),chatgpt.com,referral,mobile,290,152,5,711.0,132,7,0.15517241379310345,0.8448275862068966,0.017241379310344827,142.2,0.05303030303030303,0.7142857142857143
broad_up10_month23,facebook,paidsocial,mobile,288,259,5,409.95000000000005,51,3,0.05555555555555555,0.9444444444444444,0.017361111111111112,81.99000000000001,0.058823529411764705,1.6666666666666667
ab-0525test-d2p-e1,braze,email,mobile,285,129,21,1937.99,89,39,0.05263157894736842,0.9473684210526315,0.07368421052631578,92.2852380952381,0.43820224719101125,0.5384615384615384
(referral),related.forbes.com,referral,mobile,284,269,3,134.99,3,2,0.01056338028169014,0.9894366197183099,0.01056338028169014,44.99666666666667,0.6666666666666666,1.5
fedvip-abandonactivation-2025,fedvip,email,desktop,284,209,0,0.0,98,0,0.06338028169014084,0.9366197183098591,0.0,0.0,0.0,0.0
av-intro,cvoice,ir_affiliate,mobile,280,259,1,11.0,22,0,0.02857142857142857,0.9714285714285714,0.0035714285714285713,11.0,0.0,0.0
life360-productivity,life360,display,desktop,280,249,0,0.0,19,0,0.19642857142857142,0.8035714285714286,0.0,0.0,0.0,0.0
life360_general,facebook,paidsocial,tablet,277,228,0,0.0,30,0,0.07220216606498195,0.927797833935018,0.0,0.0,0.0,0.0
(not set),nerdwallet,ir_affiliate,desktop,276,139,7,852.0,19,13,0.06521739130434782,0.9347826086956522,0.025362318840579712,121.71428571428571,0.6842105263157895,0.5384615384615384
av-intro,safetydetectives,ir_affiliate,tablet,276,250,5,469.95000000000005,56,2,0.021739130434782608,0.9782608695652174,0.018115942028985508,93.99000000000001,0.03571428571428571,2.5
av-intro,wizcase,ir_affiliate,desktop,272,240,2,139.98,49,0,0.051470588235294115,0.9485294117647058,0.007352941176470588,69.99,0.0,0.0
(not set),wickfire,ir_affiliate,desktop,271,102,6,649.95,24,2,0.15129151291512916,0.8487084870848709,0.02214022140221402,108.325,0.08333333333333333,3.0
broad_dangersofspam,facebook,paidsocial,tablet,271,252,1,69.99,19,0,0.08487084870848709,0.915129151291513,0.0036900369003690036,69.99,0.0,0.0
broad_cfpb,facebook,paidsocial,mobile,268,254,1,69.99,279,0,0.47388059701492535,0.5261194029850746,0.0037313432835820895,69.99,0.0,0.0
ftr-risk-report,(not set),(not set),mobile,267,146,8,534.0,123,4,0.1647940074906367,0.8352059925093633,0.0299625468164794,66.75,0.032520325203252036,2.0
broad_up10month21_db_hacker,facebook,paidsocial,tablet,265,245,4,399.96000000000004,25,0,0.05660377358490566,0.9433962264150944,0.01509433962264151,99.99000000000001,0.0,0.0
(referral),gemini.google.com,referral,desktop,264,143,6,1224.0,18,9,0.17424242424242425,0.8257575757575758,0.022727272727272728,204.0,0.5,0.6666666666666666
(referral),uk.search.yahoo.com,referral,desktop,263,226,1,15.0,7,1,0.08745247148288973,0.9125475285171103,0.0038022813688212928,15.0,0.14285714285714285,1.0
lal_currentcustomers5_lowerfunnelftprove_subscribe,facebook,paidsocial,tablet,263,223,3,154.0,37,0,0.030418250950570342,0.9695817490494296,0.011406844106463879,51.333333333333336,0.0,0.0
(referral),chromewebstore.google.com,referral,mobile,256,135,0,0.0,6,4,0.02734375,0.97265625,0.0,0.0,0.6666666666666666,0.0
(not set),parentacontrol,ir_affiliate,desktop,254,116,3,212.98,73,1,0.32677165354330706,0.6732283464566929,0.011811023622047244,70.99333333333333,0.0136986301369863,3.0
(referral),AntivirusReviews,ir_affiliate,desktop,253,209,6,479.94,30,0,0.12648221343873517,0.8735177865612648,0.023715415019762844,79.99,0.0,0.0
(not set),cybernews,ir_affiliate,tablet,249,206,9,1240.7400000000002,89,11,0.03614457831325301,0.963855421686747,0.03614457831325301,137.86,0.12359550561797752,0.8181818181818182
(referral),l.threads.com,referral,mobile,249,248,0,0.0,0,0,0.01606425702811245,0.9839357429718876,0.0,0.0,0.0,0.0
(not set),wickfire,ir_affiliate,mobile,248,156,7,579.93,77,0,0.1814516129032258,0.8185483870967742,0.028225806451612902,82.84714285714286,0.0,0.0
22581332380,google,cpc,desktop,245,156,2,259.98,5,1,0.09387755102040816,0.9061224489795918,0.00816326530612245,129.99,0.2,2.0
(cross-network),(data not available),(data not available),tablet,244,242,4,89.97,64,7,0.012295081967213115,0.9877049180327869,0.01639344262295082,22.4925,0.109375,0.5714285714285714
(not set),allaboutprivacy,ir_affiliate,desktop,244,59,4,571.99,37,4,0.08196721311475409,0.9180327868852459,0.01639344262295082,142.9975,0.10810810810810811,1.0
120226486367460334,l.facebook.com,paid,mobile,242,232,3,269.97,60,2,0.049586776859504134,0.9504132231404959,0.012396694214876033,89.99000000000001,0.03333333333333333,1.5
october-ab-FT,braze,email,mobile,241,142,20,2177.7799999999997,172,8,0.058091286307053944,0.941908713692946,0.08298755186721991,108.88899999999998,0.046511627906976744,2.5
(referral),link.edgepilot.com,referral,desktop,234,22,0,0.0,1,1,0.01282051282051282,0.9871794871794872,0.0,0.0,1.0,0.0
GG_Aura_Search_Brand_gtwy-av,google,cpc,tablet,231,169,7,579.9300000000001,60,2,0.03463203463203463,0.9653679653679653,0.030303030303030304,82.84714285714287,0.03333333333333333,3.5
120212256068810334,(not set),paid,mobile,230,205,9,929.9100000000001,40,3,0.02608695652173913,0.9739130434782609,0.0391304347826087,103.32333333333334,0.075,3.0
15759666870,google,cpc,mobile,230,122,2,163.99,14,4,0.08260869565217391,0.9173913043478261,0.008695652173913044,81.995,0.2857142857142857,0.5
(referral),docs.google.com,referral,desktop,229,68,3,11.98,54,2,0.18340611353711792,0.8165938864628821,0.013100436681222707,3.9933333333333336,0.037037037037037035,1.5
(referral),app.petmeetly.com,referral,mobile,228,222,0,0.0,7,0,0.05701754385964912,0.9429824561403509,0.0,0.0,0.0,0.0
(referral),search.brave.com,referral,desktop,228,155,5,596.0,12,6,0.10087719298245613,0.8991228070175439,0.021929824561403508,119.2,0.5,0.8333333333333334
(referral),l.facebook.com,referral,desktop,227,155,0,0.0,26,0,0.07929515418502203,0.920704845814978,0.0,0.0,0.0,0.0
spotthescam,Influencelogic,influencer,desktop,223,207,0,0.0,4,0,0.04035874439461883,0.9596412556053812,0.0,0.0,0.0,0.0
(referral),wickfire,ir_affiliate,tablet,222,178,6,509.94000000000005,65,2,0.04054054054054054,0.9594594594594594,0.02702702702702703,84.99000000000001,0.03076923076923077,3.0
ab-dwdboo-0725-e1,braze,email,mobile,222,145,4,399.96000000000004,78,5,0.08108108108108109,0.918918918918919,0.018018018018018018,99.99000000000001,0.0641025641025641,0.8
interests_lifelock,facebook,paidsocial,desktop,219,150,6,697.95,33,2,0.0547945205479452,0.9452054794520548,0.0273972602739726,116.325,0.06060606060606061,3.0
life360_blendedlal,facebook,paidsocial,desktop,219,193,4,489.96000000000004,57,3,0.0228310502283105,0.9771689497716894,0.0182648401826484,122.49000000000001,0.05263157894736842,1.3333333333333333
(not set),conadvo,ir_affiliate,tablet,218,77,2,515.76,18,2,0.11009174311926606,0.8899082568807339,0.009174311926605505,257.88,0.1111111111111111,1.0
(not set),perkspot,ir_affiliate,desktop,218,28,4,1008.0,15,4,0.10550458715596331,0.8944954128440367,0.01834862385321101,252.0,0.26666666666666666,1.0
(not set),rocketmoney,ir_affiliate,desktop,217,188,4,528.0,10,8,0.5345622119815668,0.46543778801843316,0.018433179723502304,132.0,0.8,0.5
(organic),yahoo,organic,tablet,217,136,0,0.0,3,0,0.05069124423963134,0.9493087557603687,0.0,0.0,0.0,0.0
(referral),messages.google.com,referral,desktop,217,58,2,157.0,3,1,0.0967741935483871,0.9032258064516129,0.009216589861751152,78.5,0.3333333333333333,2.0
(not set),chatgpt.com,(not set),desktop,214,123,5,749.87,11,6,0.11682242990654206,0.883177570093458,0.02336448598130841,149.974,0.5454545454545454,0.8333333333333334
(not set),financialdiet,ir_affiliate,desktop,213,138,5,452.0,18,6,0.24413145539906103,0.755868544600939,0.023474178403755867,90.4,0.3333333333333333,0.8333333333333334
21277047044,google,cpc,desktop,211,161,0,0.0,1,0,0.12322274881516587,0.8767772511848341,0.0,0.0,0.0,0.0
(referral),in.search.yahoo.com,referral,desktop,208,190,0,0.0,5,1,0.0625,0.9375,0.0,0.0,0.2,0.0
19851773274,google,cpc,mobile,208,137,4,448.88,26,4,0.08653846153846154,0.9134615384615384,0.019230769230769232,112.22,0.15384615384615385,1.0
(referral),financebuzz,ir_affiliate,tablet,207,197,2,288.0,24,8,0.043478260869565216,0.9565217391304348,0.00966183574879227,144.0,0.3333333333333333,0.25
(referral),us.search.yahoo.com,referral,desktop,207,94,2,288.0,3,3,0.06763285024154589,0.9323671497584541,0.00966183574879227,144.0,1.0,0.6666666666666666
broad_auratesting2,facebook,paidsocial,tablet,205,188,2,259.98,28,1,0.08292682926829269,0.9170731707317074,0.00975609756097561,129.99,0.03571428571428571,2.0
(referral),try.ajansturkiye.com.tr,referral,mobile,204,204,0,0.0,24,0,0.029411764705882353,0.9705882352941176,0.0,0.0,0.0,0.0
lal_currentcustomers5,facebook,paidsocial,desktop,204,142,6,673.95,26,5,0.08823529411764706,0.9117647058823529,0.029411764705882353,112.325,0.19230769230769232,1.2
may-ab-FT,braze,email,mobile,203,128,16,2384.61,141,14,0.04926108374384237,0.9507389162561576,0.07881773399014778,149.038125,0.09929078014184398,1.1428571428571428
(organic),partnermatic,ir_affiliate,desktop,202,113,0,0.0,0,1,0.09900990099009901,0.900990099009901,0.0,0.0,0.0,0.0
av-intro,algoclick,ir_affiliate,mobile,201,197,3,523.98,65,1,0.024875621890547265,0.9751243781094527,0.014925373134328358,174.66,0.015384615384615385,3.0
(referral),wsj.com,referral,desktop,200,100,3,338.0,8,4,0.165,0.835,0.015,112.66666666666667,0.5,0.75
(referral),go.bsky.app,referral,mobile,198,173,0,0.0,1,0,0.03535353535353535,0.9646464646464646,0.0,0.0,0.0,0.0
(not set),moonshot,ir_affiliate,mobile,197,120,2,169.98,29,0,0.17258883248730963,0.8274111675126904,0.01015228426395939,84.99,0.0,0.0
breach-checklist,(not set),(not set),desktop,197,100,0,0.0,8,2,0.25380710659898476,0.7461928934010152,0.0,0.0,0.25,0.0
ab-dwdboo-0725-e2,braze,email,mobile,196,122,7,773.94,57,5,0.061224489795918366,0.9387755102040817,0.03571428571428571,110.56285714285715,0.08771929824561403,1.4
ab-auraweek25-e2,braze,email,mobile,195,125,3,312.0,41,1,0.035897435897435895,0.9641025641025641,0.015384615384615385,104.0,0.024390243902439025,3.0
